accepted,answer,link,question
Accepted,"The data-driven approach you're taking, using the XML file, seems like a good one, given the circumstances.  However I'd question why the error codes are changing at all - this suggests that no proper design has been carried out for the library being developed.  It ought to have a well-defined structure for its error codes, rather than requiring you to keep changing your interpretation of them.,You may want to try having an overall ""library exception"" exception class, and subclassing it for each different type of exception you want to throw based on the ""type"" of the library error.  At least that way, you can catch , library errors, even if one of the specific types of exception slips through the net.  ie. you'd catch something like , after trying to catch ,.",https://stackoverflow.com/questions/14623352/handling-possibly-changing-error-codes-of-a-library-using-exceptions,"Let's say you are using a library that returns error codes. You'd like to write a wrapper for the library, and you'd like to handle errors with exceptions in the code.,If the library is still in development by someone else, and if the error codes may change (there can be new ones, there can be deprecated ones, or some error codes may change meaning slightly), what would your solution be to handle this?,This is the situation that I'm in right now. In my case, the library is written in C++, and we're using C#. The coder of the library says the error codes may change, and I have to find a way to work with it.,Our initial solution is to:,So let's say a method returns error code 100, then the wrapper checks the category of the error code. If it is a , it throws a ,, if it is a , it throws a ,.,This should work, but I feel like this is not the optimal solution. I'd like to know how good written enterprise software handle change of error codes.,What would you suggest doing?, I have already questioned the fact that error codes will be changing and the coder of the library says the code is in development. It's an algorithm, so even the way the algorithm works changes as it's original research (he's writing his PhD on that). So he says there may be different errors, or some may be irrelevant in the future."
Undetermined,"Python expects any function you expose to it to return a , reference, yes. If you only have a borrowed reference, you have to call , to give a new reference. If you return a borrowed reference, Python will proceed to call , (when it's done with the reference), and eventually that will cause the object to be freed while it is still in use.,(It's not uncommon for that ""eventual"" freeing to happen during interpreter exit, in which case it , go unnoticed, but it's still a mistake to return borrowed references.)",https://stackoverflow.com/questions/6176668/returning-objects-to-python-from-c,"I've read the documentation for the Python C-API, and even written a few extension modules.  However, I'm still a bit unclear on the exact semantics when it comes to returning Python objects from a C function.,The limited examples in the Python docs usually show a C function which returns the result of ,.  Now, , returns a ,, and transfers ownership of this reference over to the interpreter.  So, can I extrapolate from this that it is a general rule that any object returned to Python must be a ,, and that returning an object from a C function is the same as transferring ownership of the object over to the interpreter?,If so, what about cases where you return an object that is already owned by something?  For example, suppose you write a C function which takes in a , which is a ,, and you call , on it and return the result.  , returns a , - meaning that the item is still ""owned"" by the tuple.  So, does a C function which returns the result of something like , have to , the result before returning it to the interpreter?,For example:"
Accepted,"By default, the , routine will only make the NumPy C API available within a single file.  This is because it works through a table of function pointers stored in a static global variable (i.e. not exported, and only visible within the same file).,As ,, you can change this behaviour with a few preprocessor definitions:,These symbols need to be defined before you include , in order for them to take effect.",https://stackoverflow.com/questions/12253389/numpy-c-api-link-several-object-files,"I'm using the C API of numpy to write some functions for matrix calculation. Today I wanted to move some parts of my functions into a seperate .c file and use a header to declare them. Now I have a strange problem that has to do with numpy's , function. I've tried to simplify the problem as much as possible. At first there is the working program:,Everything works as expected. I can call , and then load the module and call the function:,If I would remove , from the init function there would be a segfault, which is the behaviour that has been reported in many mailing lists and forums.,Now I just want to remove the whole function , from , and move it into a file called ,:,The new , is:,If I try to load the module and to call the function now the function call gives me a segfault. I can resolve the problem if I put a call to , to the top of ,, but I don't think that this is the way that function should be used.,So I'd like to know why this is happening and what's the ""clean"" way to split up a numpy module into several source files."
Accepted,"To run root commands, you have to use the flllowing format:,where you pass in an array of strings, each string being a command that needs to be executed. For example:",https://stackoverflow.com/questions/6882248/running-shell-commands-though-java-code-on-android,"I've got an app that's supposed to use some shell commands to copy a file from the sdcard to /system/media/. It will require root, and I am testing on a rooted device. I'm using runtimes to execute the shell commands, but it's not working.
Here's what I've got for my runtimes,But my logcat only shows two of them not getting rejected,Those two look to be the sysrw and sysro commands, yet the app still asks for root permission when I trigger this code.
I'm new to working with root stuff and I can't seem to figure out how to get this to work."
Accepted,"This can easily be done using ,'s copy constructor:,As @AlessandroFlati suggested I should clarify that this , ",https://stackoverflow.com/questions/50549611/slicing-a-vector-in-c,"Is there an equivalent of list slicing , from Python in C++ with vectors? I simply want to get all but the first element from a vector.,Python's list slicing operator:,C++ Desired result:"
Accepted,"It's compulsory to learn about data structures if you want to be a programmer. Data structures are your bread-and-butter - if you don't understand things like the behavior, uses, and run-time complexity ('big-O') of at least the basic structures (arrays, linked lists, stacks, queues, trees (binary / n-ary, self-balancing varietes), hash-tables, heaps, graphs) and the algorithms that run on them (insert / locate / delete), you won't know which is appropriate to use under what circumstances. ,Every trade has its tools; these are ours. Data structures are the most basic underpinnings of almost any algorithm that you're going to learn. Unless you want to be a ,, you need to understand how they work. ,Whether or not there are , to learn about them is a separate question entirely... :) ",https://stackoverflow.com/questions/2786995/is-it-compulsory-to-learn-about-data-structures-if-you-want-to-be-a-java-c-pro,"So do I really need to learn about them ? Isn't there an interesting way to learn about stacks, linked lists, heaps, etc ? I found it a boring subject.,**While posting this question it showed some warning. Am I not allowed to post such a question ? Admins please clarify and I will delete it :/,Warning :: The question you're asking appears subjective and is likely to be closed.,okay..I get it
So what is THE best way to learn them ? What book do I refer ? What website ?"
Undetermined,"Primitive types (such as ,, ,) have a finite length that it's not enough for such big number. For example:,In this case to represent that number you would need 128 bits. With .NET Framework 4.0 there is a new data type for arbitrarily sized integer numbers ,. You do not need to specify any size because it'll be , by the number itself (it means that you may even get an , when you perform, for example, a multiplication of two very big numbers).,To come back to your question, first parse your hexadecimal number:,Then simply print it to console:,You may be interested to calculate how many bits you need to represent an arbitrary number, use this function (if I remember well original implementation comes from C Numerical Recipes):,Then to calculate the required size of a number wrote as string:",https://stackoverflow.com/questions/10293603/arbitrarily-large-integers-in-c-sharp,"How can I implement this python code in c#?,Python code:,Result:,But in c# I have problems with big digits.,Can you help me?,I've got different results in python and c#. Where can be mistake?"
Accepted,"Note: this answer covers CPython and the asyncio framework. The concepts, however, should apply to other Python implementations as well as other async frameworks.,The simplest way to write a C function whose result can be awaited is by having it return an already made awaitable object, such as an ,. Before returning the ,, the code must arrange for the future's result to be set by some asynchronous mechanism. All of these coroutine-based approaches assume that your program is running under some event loop that knows how to schedule the coroutines.,But returning a future isn't always enough - maybe we'd like to define an object with an arbitrary number of suspension points. Returning a future suspends only once (if the returned future is not complete), resumes once the future is completed, and that's it. An awaitable object equivalent to an , that contains more than one , cannot be implemented by returning a future, it has to implement a protocol that coroutines normally implement. This is somewhat like an iterator implementing a custom , and be used instead of a generator.,To define our own awaitable type, we can turn to PEP 492, which , exactly which objects can be passed to ,. Other than Python functions defined with ,, user-defined types can make objects awaitable by defining the , special method, which Python/C maps to the , part of the , struct.,What this means is that in Python/C, you must do the following:,For the coroutine to be useful, it must also be able to communicate with the event loop that drives it, so that it can specify when it is to be resumed after it has suspended. Most of coroutines defined by asyncio expect to be running under the asyncio event loop, and internally use , (and/or accept an explicit , argument) to obtain its services.,To illustrate what the Python/C code needs to implement, let's consider simple coroutine expressed as a Python ,, such as this equivalent of ,:, creates a ,, arranges for it to complete (its result to become set) in , seconds, and suspends itself until the future completes. The last part uses ,, where , means ""allow , to decide whether we will now suspend or keep executing"". An incomplete future always decides to suspend, and the asyncio , coroutine driver special-cases yielded futures to suspend them indefinitely and connects their completion to resuming the task. Suspension mechanisms of other event loops (curio etc) can differ in details, but the underlying idea is the same: , is an optional suspension of execution.,To translate this to C, we have to get rid of the magic , function definition, as well as of the , suspension point. Removing the , is fairly simple: the equivalent ordinary function simply needs to return an object that implements ,:,The , method of the , object returned by , will be automatically called by the , operator to convert an , object (anything passed to ,) to an iterator. This iterator will be used to ask the awaited object whether it chooses to suspend or to provide a value. This is much like how the , statement calls , to convert the , , to a concrete ,.,When the returned iterator chooses to suspend, it simply needs to produce a value. The meaning of the value, if any, will be interpreted by the coroutine driver, typically part of an event loop. When the iterator chooses to stop executing and return from ,, it needs to stop iterating. Using a generator as a convenience iterator implementation, , would look like this:,As , maps to ,, our generator must exhaust the iterator returned by ,. The iterator returned by , will yield if the future is incomplete, and return the future's result (which we here ignore, but , actually provides) otherwise.,The final obstacle for a C implementation of , in C is the use of generator for ,. Fortunately, any generator can be translated to a stateful iterator whose , executes the piece of code up to the next await or return. , implements a state machine version of the generator code, where , is expressed by returning a value, and , by raising ,.  For example:,The above is quite some typing, but it works, and only uses constructs that can be defined with native Python/C functions.,Actually translating the two classes to C quite straightforward, but beyond the scope of this answer.",https://stackoverflow.com/questions/51029111/python-how-to-implement-a-c-function-as-awaitable-coroutine,"Environment: cooperative RTOS in C and micropython virtual machine is one of the tasks.,To make the VM not block the other RTOS tasks, I insert , in , so that after every bytecode is executed, the VM relinquishes control to the next RTOS task.,I created a uPy interface to asynchronously obtain data from a physical data bus - could be CAN, SPI, ethernet - using producer-consumer design pattern.,Usage in uPy:,The implementation in C is such that , does NOT block the RTOS: it polls a C-queue and if message is not received, it calls , to give another task the chance to fill the queue. Things are synchronized because the C-queue is only updated by another RTOS task and RTOS tasks only switch when , is called i.e. ,The C-implementation is basically:,Although the Python statement , does not block the RTOS, it does block the uPy script.
I'd like to rewrite it so I can use it with , i.e. , and have it not block the uPy script.,Not sure of , but something like this:,How do I write a C-function so I can , on it?,I would prefer a CPython and micropython answer but I would accept a CPython-only answer."
Undetermined,"One approach that I've seen and used myself is to include the CSRF token inside the JWT as a claim. So when the user sends username and password, you can do the following:,I suggest you to watch , talk about JWTs. It goes into more details about the same approach (also with nice diagrams). Feel free to watch the entire talk or if you're interested specifically in CSRF, start from ,.,The following is a slide (from the presentation linked above) that demonstrates how JWT and CSRF tokens could be used together. I annotated it with red numbers which correspond to the listing above.
",https://stackoverflow.com/questions/47374272/jwt-token-and-csrf,"I am still not clear in regards to the JWT and CSRF working together. I understand the fundamentals for the JWT (what it is and how it works). And I also understand the CSRF when used with sessions. Similarly I understand that there are risks involved with storing the JWT in localStorage and that's why you need the csrf token. So my question is, how do I use them both. For simplicity say that I have a login page. ,1) I have the user signing in and once the email and password are consumed if the user is authenticated the server will send a CSRF and will store a httpOnly cookie with the JWT (how do I set the cookie using PHP). What I understood is that you can use ,please confirm if thats the way to do it.,2) Once I have set the cookie with the JWT. How I am sending the CSRF token with subsequent requests> From what I understood, you set them in the headers. So if I am making an Ajax request I will put them in the headers.,3) Once the request is made and the CSRF token is sent along with the request. How is the validation made. What am I comparing?,Last, is this safe to implement!,I would highly appreciate if you could include as much details as possible."
Accepted,"SWIG creates wrapper code to convert between C++ , and Python strings, , you include the typemaps defined in ,. ",https://stackoverflow.com/questions/24613523/what-is-the-best-way-to-return-a-string-to-the-swig-python-interface,"What is a thread-safe and memory-leak-free way to return a string from C++ to the SWIG python interface?,SWIG will automatically copy the contents of a , return value into a python string. , gives the example:,Their example uses a static string as a return value, but if my C++ program has multiple threads, they could easily overwrite each other's strings.,Returning a newly allocated string would create a memory leak, since SWIG would not know to free it.,The only thing I can think of is to register and return a pointer to an actual python string object (that way the python garbage collector would take care of it), but I am not sure how to go about that and am wondering if there is an easier way."
Undetermined,"If the offsite JavaScript is self-contained - i.e. none of your scripts depend on it being loaded before they can function properly - the solution can be quite simple. This example is with jQuery, but any library (or even no library) is viable:,This will wait until your entire page is loaded, then insert a new , block into the empty placeholder DIV, which will trigger the browser to try to download the script. If the remote server is responding slowly or is down, the script will still take a long time or time out, but it won't block your users from using the , of your page while it waits.",https://stackoverflow.com/questions/4078917/how-to-ensure-offsite-javascript-doesnt-impede-site-performance,"I need to include an offsite javascript file on my page, however I don't want it to be able to affect the performance of my site, in case the server where the javascript is on is down or not responding.,What I'd like to know, is if it's posible with javascript to make some sort of wrapper function to ensure that the page where the offsite javascript is hosted is responding within an acceptable timeframe.,I've considered adding the ""defer"" attribute to where I include the javascript, but that would as far as I know still leave the site hanging after the rest of the page is loaded.,If it's not possible to do in javascript are there any good alternatives?,My site is made C# asp.net."
Accepted,"Your example is using the DWORD as a pointer, which is most likely an invalid pointer. I'm assuming you meant DWORD by itself.,DWORD is defined as ,, which ends up being a 32-bit unsigned integer.,uint (System.UInt32) should be a match.,Output: 45,Output: 45",https://stackoverflow.com/questions/39951473/what-is-the-c-sharp-equivalent-of-c-dword,"After searching, I heard that UInt32 was the C# equivalent of C++ DWORD.
I tested results by performing the arithmetic ,They produce completely different results. Can someone please tell me the correct match for DWORD in C#?"
Undetermined,"You will have to return the array encoded in the json form like following,then you can access it in javascript converting it back to an array/object like ,You can also navigate through all array elements using a for loop,in your code it should look something like:",https://stackoverflow.com/questions/15311320/how-to-work-with-jquery-ajax-and-php-array-return,"I have a jquery ajax request like;,The handler , is set to return an array like;,I want to do action in client side based on this. Say if array[0] is 'b', I want to alert ""hi"". Again if array[2] is 'x', I want to alert ""hello"", and so on. How can I filter array elements in order to grab their data?"
Accepted,"My first solution would be defining a variable 
,. ,Then, using regex, I'm inserting this piece of code inside the nested loop.,So, what it does is each time the loop runs, it does two things:,Checks if startSecond is less than current seconds ,. ,For example, startSecond may be 22. new Date().getSeconds() may return 24.Now, the , , succeeds so it breaks the loop.,Mostly, a non dangerous loop should run for about 2 to 3 seconds,Small loops like , will run fully, but big loops will run for 3 to 4 seconds, which is perfectly ok.,My solution uses your own example of 50000*5000, but it doesn't crash!,Live demo:,My second solution would be defining two variables ,, ,. ,Max should be the maximum number of loops that you are willing to run. Example 1000.,Then, using regex, I'm inserting this piece of code inside the nested loop.,So, what it does is each time the loop runs, it does two things:,This solution also uses your own example of 50000*5000, but it doesn't crash!,Updated demo:,Regex I'm using:",https://stackoverflow.com/questions/21852811/how-to-prevent-loops-in-javascript-that-crash-the-browser-or-apps,"I am creating a live editor in Windows 8.1 App using JavaScript. Almost done with that, but the problem is whenever I run such bad loops or functions then it automatically hangs or exits.,I test it with a loop such as:( It just a example-user may write its loop in its own way..),I know that this is a worst condition for any app or browser to handle that kind of loop. So here I want that if user uses such a loop then how I handle it, to produce their output? ,Or if its not possible to protect my app for that kind of loop, if it is dangerous to my app so I alert the user that:,I have an idea to check the code by using regular expressions if code have something like , then the above alert will show, how to do a Regex for that?, ."
Accepted,"Alright, so for sending data from the client (JavaScript) to the backend (your Django app) you need to employ something called Ajax, it stands for Asynchronous JavaScript and XML.
Basically what it does is allowing you to communicate with your backend services without the need of having to reload the page, which, you would have to do using a normal POST or PUT form submission.,The easiest implementation is using ,. jQuery is first and foremost a DOM manipulation library but since its inception has grown to encompass much more than that.,A , looks like this.,This can then be checked for in your ",https://stackoverflow.com/questions/26855631/javascript-to-django-views-py,"This may sound simple, but how do I send the data from a Javascript array in my index.html template to my views.py? ,When the user clicks a ""Recommend"" button, my code calls a function that accesses my database and prints a name on the template. ,I have an array of checkbox values in Javascript that are calculated after the user presses ""Recommend"". I want to send it to my index view and use it as the parameter for another function.,So:,How can I do this? I've been searching similar questions, but I'm new to Django and web development in general, so I either did not understand the answers or they didn't help me."
Accepted,"Call the logout.aspx when window closes using javascript + jquery. Do whatever you want to do in the logout.aspx page load event.,The above snippet will have to be added in your master page's html.",https://stackoverflow.com/questions/1824421/detect-browser-close-on-asp-net,"I want to do some functionality on log-out, if the user  directly closed his browser then same functionality want to do, we can not do on page unload because there are more than 100 pages in my website because this will work on redirection from each page,Thank You"
Undetermined,"Since you already have a jar and tomcat installed. You can maybe just wrap it into a web-service. Write a small servlet mapped to this class and you can curl from php and get a json formatted output. (you can take the Matlab method's output in your wrapper code, convert to json and send the answer back).,This will free you of all type conversions, both while sending and receiving data. Look into , for an even easier way of sending arguments. Although for simple applications, request.getparameter() with a cast to desired type works great.",https://stackoverflow.com/questions/6080780/matlab-php-java,"I am trying to create a web app which uses a Matlab function using a PHP/Java Bridge. Let me explain:,So far I have done this. I created a very simple Matlab file named ""makesqr.m"" which is as below:,I packaged this into a jar file named ""themagic.jar"" using Matlab builder JA.
Installed Tomcat and PHP/Java Bridge and wrote a php function which calls the makesqr func like this:,I just keep getting this error:,I dont understand what is to be done here.,Edit:-@renick- Hi I used the caucho quercus and wrote the php file""testjava.php"" as below:-,Now when I call this file as ""localhost:8080/testjava.php"". I get the below error:,Would anyone have any idea as to what I am doing wrong?,Note: I dont know a word of Java but am stuck in a situation where I have to handle this"
Accepted,"I have a feeling pyfunc is on track for a more standard solution, but I did find another solution on my own.  I have no idea if this is a good solution or just a hack, but all I did is add the header file to the MANIFEST.in.  The documentation doesn't really make it seem like this is what the MANIFEST.in file is for, but it does work.  My MANIFEST.in file now looks like this:,Which includes the file and sucessfully compiles when I run ",https://stackoverflow.com/questions/4259170/python-setup-script-extensions-how-do-you-include-a-h-file,"So I've got a directory that looks something like this:,Obviously the header file is necessary to compile the c files, but the problem is that I can't get the setup script to include the header file.,My extension object is something like this:,Which works, but doesn't include the header file.  If I change it to:,It includes the '.h' file but then doesn't build when I run install.  Instead it gives and error ,If I include the header file as a data file like this:,it doesn't work at all, the .h file doesn't even make it into the MANIFEST file.,So my queustion is, how do you include this extension with the header file so that , will build it correctly?"
Undetermined,"I am a bit late, but for future readers of the post, I just published a python package that does this precisely. ,
There is a detailed description of how to use it and how it does it in the description!",https://stackoverflow.com/questions/15200560/calculate-inverse-of-a-function-library,"Is there any library available to have inverse of a function? To be more specific, given a function , and domain, is there any library which can output ,? Sadly I cannot use matlab/mathematics in my application, looking for C/Python library.."
Accepted,"Languages:  ,C,
  C++,
  D,
  Haskell,
  Lua,
  OCaml,
  PHP,
  Perl,
  Plain Text,
  Python,
  Ruby,
  Scheme,
  Tcl  ",https://stackoverflow.com/questions/567682/online-compilers-runtime-for-java-c-python-and-objc,"Does anyone know of a good online compiler/runtime (for C++, Java, Python, ObjC etc.) that I can access on the web? ,What I'm looking for is something that would allow me to type in a program in a web form and to run the program and see the results online.,(Let's not get into the why for now. Suffice it to say for the moment that I don't always have access to a compiler/runtime, and firing up an IDE is just overkill for testing out some code snippets),I know of codepad.org -- but I'm looking for something better. "
Accepted,"For the V2 SOAP API it appears that we need to nest the additional_attributes in a multi_data or single_data layer?,Looking at app/code/core/Mage/Catalog/Model/Product/Api/V2.php #256 I think we need to use,or,to be used like:",https://stackoverflow.com/questions/8960692/how-do-i-create-a-product-with-additional-attributes-in-magento-via-soap-java,"Good day!,I would like to use the Magento?????s SOAP API to manage the product catalog, attributes etc. I'm running following configuration:-,In case someone wants to create a new product, it is necessary to set a few properties of the product object. 
Following code will demonstrate my approach to do this :,I realized that I get an error written to the "","" of Magento.,I could localize the error in the "","" file on line 265. 
According to the php.net documentation the "","" method only can check for fields in objects. 
As a matter of fact the "","" variable holds a property called "","" which is of the type array. 
Therefore the execution of this code will lead to an error.,Moreover I don?????t know to reproduce the object the structure of the "","" object through the use of Magento?????s SOAP API V2.,If I examine this code ("","" loop) in line 270, it indicates that there is an object ("","") holding an array ("","") which again shall encapsulate a set of key/value pairs (if I am right),This seems to be a bug. So here is my question.,Am I going right to call this an programming issue which shall be posted in the bug base? 
Is there a way to get over this issue? 
Shall I rewrite parts of the php.code from above to satisfy my need to handle product information to create a product properly ?,Thanks in advance,the CatalogProductCreate-Call from the WSDL generated by SoapUI:"
Accepted,"Please have a look at ,Here is an example ",https://stackoverflow.com/questions/6437062/javascript-vs-php-rounding,"I am having some problems with the way PHP and javascript round numbers. I am using PHP's round function and this javascript function:,The number i am trying to round is 43.65 * 2.5 + 40% which when done using a calculator = 152.775 or when rounded in PHP = 152.78. ,In javascript when i do a console.log the number is 152.774999999998 and when rounded with the above function gives me 152.77,Any help to reslove this issue is greatly appreciated"
Accepted,"I may have some bad news for you if you're on a , system (which complies with POSIX at least in this situation). The , call returns number of clock ticks consumed by the program and scaled by ,, which is ,.,That means, if you're , such a system, you're talking in , for C and , for JavaScript (as per the ,). So, rather than JS being four times faster, C++ is actually 250 times faster.,Now it may be that you're on a system where , is something other than a million, you can run the following program on your system to see if it's scaled by the same value:,The output on my box is:,showing that the scaling factor is a million. If you run that program, or investigate , and it's , a scaling factor of one million, you need to look at some other things.,The first step is to ensure your code is actually being optimised by the compiler. That means, for example, setting , or , for ,.,On my system with unoptimised code, I see:,and it's three times faster with ,, albeit with a slightly different answer, though only by about one millionth of a percent:,That would bring the two situations back on par with each other, something I'd expect since JavaScript is not some interpreted beast like in the old days, where each token is interpreted whenever it's seen.,Modern JavaScript engines (V8, Rhino, etc) can compile the code to an intermediate form (or even to machine language) which may allow performance roughly equal with compiled languages like C.,But, to be honest, you don't tend to choose JavaScript or C++ for its speed, you choose them for their areas of strength. There aren't many C compilers floating around inside browsers and I've not noticed many operating systems nor embedded apps written in JavaScript.",https://stackoverflow.com/questions/17036059/why-does-javascript-appear-to-be-4-times-faster-than-c,"For a long time, I had thought of C++ being faster than JavaScript. However, today I made a benchmark script to compare the speed of floating point calculations in the two languages and the result is amazing!,JavaScript appears to be almost 4 times faster than C++!,I let both of the languages to do the same job on my i5-430M laptop, performing , for 100000000 times. C++ takes about 410 ms, while JavaScript takes only about 120 ms.,I really do not have any idea why JavaScript runs so fast in this case. Can anyone explain that?,The code I used for the JavaScript is (run with Node.js):,And the code for C++ (compiled by g++) is:"
Undetermined,"Following your example, if you add this code into your main grid options, your subgrids will be opened on loadComplete,You can see it here: ",https://stackoverflow.com/questions/29740372/jqgrid-subgrid-not-expanding-on-first-load,"I have a , with two subgrids and a ,, when my data is loaded from the server into the grid my subgrid does not want to expand. Only when I page or click the refresh button the subgrid does expand, or when I set , or take out the , it wil expand and everything is working fine, but then my export to excel is not showing any data. I want my subgrid to expand when the data is loaded for the first time, not after I refresh or page!,and also tried making a trigger to fire the refresh button on ,This trigger button does work when it's clicked, but it does not fire automatically in the , function.,Function for ,:"
Accepted,"Okay -- to attempt to answer your question more directly: most auto-generated C code is , ugly, so somebody would need to be fairly motivated to reverse engineer it. At the same time, I don't believe I've never looked at what Cython generates, so I'm not sure how it looks.,In addition, a lot of auto-generated code is done in the form of things like state machine tables, that most programmers find fairly difficult to follow even at best. The tendency (in many cases) is to have a generic framework, with tables of data that the framework more or less ""interprets"" at run-time. This isn't necessarily impossible to follow, but it's enough different from most typical code that most people will give up on it fairly quickly (and if they do much, they'll typically waste a lot of time looking at the framework instead of the data, which is what really matters in cases like this).,I'll repeat, however, that I'm pretty sure I haven't looked at what Cython produces, so I can't say much about it with any real certainty.,There are (or at least used to be) commercial obfuscators intended to make C source code difficult to understand. I suspect the availability of Perl has taken a lot of the market share from them, but if you look you may still be able to find one and use it.,Absent that, it's not terribly difficult to write an obfuscator of your own, but the degree of effectiveness will probably vary with the amount of effort you're willing to put into it. Just systematically renaming any meaningful variable names into things like , and , can do quite a bit (e.g., , is a lot more meaningful than ,). Depending on the machine generated code in question, however, this may not really accomplish much -- obfuscating a generic framework may not make much difference in understanding what your code does -- and if they figure out the procedure you're following, they may be able to simply replicate the correct framework code and transplant the pieces specific to your program into the un-obfuscated framework.",https://stackoverflow.com/questions/5507531/reverse-engineer-auto-generated-c,"How easy is it to reverse engineer an auto-generated C code? I am working on a Python project and as part of my work, am using Cython to compile the code for speedup purposes.,This does help in terms of speed, yet, I am concerned that where I work, some people would try to ""peek"" into the code and figure out what it does.,Cython code is basically an auto-generated C. Is it very hard to reverse engineer it?,Are there any recommendations that would make the code safer and reverse-engineering harder to do? (I assume that with enough effort, everything can be reversed engineered)."
Accepted,"As far as I know:,Equals is implemented in object and can be overridden as well. The default implementation in Object performs a reference comparison for reference types. So by default, Equals and == do the same.,I think in java you cannot overload the == operator. But my Java knowledge is pretty outdated.,
Note that the , operator is a static method. It is bound at compile time, base on the types of your variables or fields. , is a virtual method that is found at runtime, based on actual runtime types.",https://stackoverflow.com/questions/806020/c-sharp-what-does-the-operator-do-in-detail,"in c# what does exactly happen in the background when you do a comparison with the ""=="" operator on two objects? does it just compare the addresses? or does it something like Equals() or CompareTo() ?,PS: what about the ""=="" operator in java? does it behave the same?"
Accepted,"You can't. and the reason is that they do not ""live"" in the same time.
The Razor variables are ""Server side variables"" and they don't exist anymore after the page was sent to the ""Client side"".,When the server get a request for a view, it creates the view with only HTML, CSS and Javascript code. No C# code is left, it's all get ""translated"" to the client side languages.,The Javascript code DOES exist when the view is still on the server, but it's meaningless and will be executed by the browser only (Client side again).,This is why you can use Razor variables to change the HTML and Javascript but not vice versa. Try to look at your page source code (CTRL+U in most browsers), there will be no sign of C# code there.,In short:",https://stackoverflow.com/questions/28317182/how-to-pass-a-value-to-razor-variable-from-javascript-variable,"How to pass a value to razor variable from javascript variable, is it possible asp.net mvc razor view engine?"
Accepted,"First off, let me just say that you are not competent to implement this system securely. I'm not either. ,.  ,That out of the way: you have clearly identified the weakness of your system. You are storing a ,; if an attacker obtains the password equivalent then it does not matter whether they have the password or not; they have information sufficient to impersonate the user.,The solution is clear. , Do not store a password equivalent if the system which stores it cannot be trusted to be robust against attack. ,If you are hell bent on storing a password equivalent then store it in a storage which is more difficult for attackers to obtain access to than the file system. If you are really determined to store dangerous stuff on behalf of the user then you can use the Windows data protection API to store it in an encrypted storage that is encrypted with the user's credentials:,But better to not store the password equivalent in the first place.,Suppose you do not store the password equivalent. You are not done yet. You still need to consider replay attacks. Suppose the attacker eavesdrops upon the unsecured channel. The user types in their password, it is hashed and sent to the server. The eavesdropper records the hashed password, and now they have it.,To solve this, the server sends a random number to the client. The number will never be used again; it is one-time-only. The client xors the hashed password with the random number and then encrypts the result with the public key of the server. The encrypted xor'd message is sent to the server.,The server decrypts the hash using its private key, xors it with the random number it sent previously, and determines that the decrypted hash matches the password equivalent it is storing. Now the eavesdropper cannot replay the captured password equivalent because they will never see the same random number again.,Now, this is vulnerable to the man-in-the-middle attack if the client does not know the public key of the server! If the server sends the public key to the client then the man-in-the-middle can intercept the server's public key and replace it with , public key. Now the man-in-the-middle can provide the public key , the ""random"" challenge, and the client will give up the password equivalent.,Like I said, this is hard stuff. Don't try to do it yourself. ",https://stackoverflow.com/questions/4799890/dangerous-to-store-a-well-hashed-password-and-the-method-used-to-hash-it-in-plai,"I am developing a client-side application in C# that will communicate with a server (php page) for credentials and for some critical services. I am wondering if it's dangerous to store a well hashed password on the client's machine? By ""well hashed"", I mean with a random seed using a well-known secure hashing function. For the purposes of this discussion, assume the source is freely available (as all binaries can be reverse engineered).,My thought was that I would store the username and hashed password on the user's computer and that this username and hash would be sent in plain text over an unencrypted http connection to the server for validation. This of course will not prevent a hacker from using someone else's username and password hash as their own without knowing the source password (with some code tweaks).,Example of how a hacker would spoof someone else's login credentials using my current logic:,The product I am producing is not going to be the next ebay, facebook, or stackexchange, and is low budget. I do not need something top notch, and don't care for thefts as I am planing to use a ""Pay What You Want"" model. I am mainly posting this for curiosity's sake."
