link,accepted,create time,active time,author,reputation,answer quantity,combination,title,question,answer,viewed,vote,question contain code,Solution type,answer or highest vote,SDLC,Symptoms,Taxonomy_Second,Taxonomy_Third,Special case,Unnamed: 21,accepted_time,answers_time,posts_id
https://stackoverflow.com/questions/30899484/python-flask-calling-functions-using-buttons,Accepted,2015-06-17 18:25:34Z,2020-05-29 19:39:58Z,Sean,141,1,"javascript,python,ajax,json,flask",Python Flask calling functions using buttons,"Once the button in my flask template is pressed I'd like it to call a python function defined in app.py that I made to be available to be called within the template by typing the following below where I define the function:,Example function in app.py:,Template:,In my button I have the onclick attribute just to test that the correct button out of many is pressed using javascript like such:,The issue I'm facing is I need the function that I'm making available within the template to correspond to the correct button. For example, if the button says Enable, then I need to call the enable function defined already or otherwise if the button corresponds to false, I'd like the disable function to be used. ,I feel like I'm headed in the right direction but can't get past this part. Please be as detailed as you can.","If you want to execute your function without generating a request to the server, then your function must be defined in JavaScript. Otherwise, you need to fire an HTTP request. ,now in your case, if all you're trying to do is enable/disable buttons, it would make sense to do all that in javascript (no need to go to the server).,Example:,However if what you want is to call a method on your server that, for example, sends an email, then you should use a , HTTPRequest or , HTTPRequest,Example:,When you click the ""Send Email"" button an HTTP POST request is sent to ""/foo"" on your application. Your function , can now extract some data from the request and do whatever it wants to do on the server side and then return a response to the client web browser.,It would suggest going through the , to get a better understanding of client/server interactions when it comes to web applications built with Flask.",61k,12,yes,"SA1, SA2.1, SA2.2, SB1, SB2",18,Coding,Language choice,,,HTTPRequest,,2015-06-17 19:23:50Z,2015-06-17 19:23:50Z,"3,089,948,430,900,600"
https://stackoverflow.com/questions/30983220/ctypes-error-attributeerror-symbol-not-found-os-x-10-7-5,Accepted,2015-06-22 14:56:36Z,2015-06-22 16:17:00Z,pasichnyk.oleh,212,1,"python,c++,ctypes","ctypes error AttributeError symbol not found, OS X 10.7.5","I have a simple test function on C++:,compiling:,and using it in python with ctypes:,but then I get an error:,Where is a problem?,using:","Your first problem is C++ ,. If you run , on your , file you will get something like this:,If you mark it as C style when compiled with C++:, gives:,Your second problem is that the python will die with a , (on OS X). The C++ is returning a ,, whereas you are marking it in python as a pointer to a char. Use:,instead (alter your , statement to match).,EDIT: as @eryksun pointed out, you should not use ,, you should use , instead. Otherwise the correct C++ runtime will not be linked. To check on ,:,(,, the tool normally used on UNIX/Linux, is not distributed with OS X)",4k,7,yes,"SA2.1, SA2.2, SB1",11,Coding,Build,,,compile error,,2015-06-22 15:14:05Z,2015-06-22 15:14:05Z,"3,098,322,030,983,630"
https://stackoverflow.com/questions/30984078/cython-working-with-c-streams,Accepted,2015-06-22 15:34:08Z,2017-05-10 06:15:06Z,piotrMocz,429,1,"python,c++,io,stream,cython",Cython: working with C++ streams,"How does one use c++ streams (like , or ,) from Cython? In c++, you could do the following:,How would you achieve the same in Cython?,I have wrapped the structures from fstream in Cython so that I can use their names in function declarations, but the tricky part is to use (wrap in Cython, perhaps) the write method and to create the streams. I haven't found any code examples on the internet.,P.S.
I know one possible answer would be to just use Python's IO but I need to pass/return the streams to and from C++ code that I'm interfacing with.,This is the code that wraps the stream declarations:","There isn't much particularly special about the c++ iostreams compared to wrapping any other C++ class. The only tricky bit was getting access to ,, which I did by telling Cython that , was a namespace and not a class.,The other thing to add is that I haven't bothered with the full templated class heirarchy - that might be useful if you also want the , variants, but it's much easier to only tell Cython about the classes you're actually using.",2k,11,yes,"SA2.1, SA2.2, SB1",7,Coding,Interfacing,Invocation mechanism,Explicit interfacing,Cython standard iostream,,2015-06-23 17:25:10Z,2015-06-23 17:25:10Z,"3,098,407,831,009,460"
https://stackoverflow.com/questions/31334390/c-sharp-property-value-doesnt-get-modified-within-javascript-jquery,Accepted,2015-07-10 06:57:48Z,2015-07-10 09:30:43Z,Aslam Jiffry,"1,286",2,"javascript,c#,jquery,asp.net-mvc",C# property value doesn't get modified within Javascript/ jquery,"I initialize a property within the Controller's Constructor.,I have an Action Method which reset the property again on a button click event.,Following javascript code is in my view which is called when the button is clicked.,My problem is when I click the button, value of property changes in the Controller. But it doesn't change in my javascript code.Please see the screen capture of the developer tool.,
,does Anyone has a clue on this?","You are using the razor syntax. then initially page loaded , values are set, and these values are string , not a variable anymore. then you can't get session value updated again. ,please get session value from an AJAX call and set to your variable.",251,6,yes,"SA2.1, SB1",4,Coding,Data handling,Interoperability,,config,,2015-07-10 07:04:29Z,"2015-07-10 07:04:29Z,2015-07-10 07:03:50Z","313,343,903,133,451,000,000,000"
https://stackoverflow.com/questions/31366855/how-to-bind-zeromq-socket-with-ratchet-web-socket-library-to-make-real-time-appl,Accepted,2015-07-12 10:37:47Z,2015-07-13 06:59:25Z,Nirmalz Thapaz,895,1,"javascript,php,ajax,sockets,ratchet",How to bind ZeroMQ socket with Ratchet web-socket library to make real time application for php application?,"I am just a beginner in this whole area involving websocket, Ratchet and ZeroMQ. ,To my basic understanding:, is something that helps to create open connection between server and client. , is a PHP based library which uses PHP's core Socket functions to create a PHP socket framework allowing us to ease in PHP socket programming. , is a socket library that helps non-ratchet application to (other PHP script) send the data over Ratchet Socket and web-socket.,I am following the tutorial found in ratchet about 'hello world' and 'pusher' but both of them seems to be incomplete and only teaches how to work with console only. I have also found ratchet-example in github but it is not properly documented. I was looking for a complete example (with a dedicated html page and javascript) ,Below is the code I am working on: This is one of the method of the controller which I am making a Ajax request for. This method will create a new post (lets say). I want to update the list of post dynamically in multiple client's browser by broadcasting/pushing with the help of ZeroMq.,A method in a controller:,Pusher File:,Shell Script to run server:,Shell script only tells that it will serve in port 8080, however how would I mention my routes. Lets say I want the open connection in only the page 'mysite/allposts'. Also, what would be the script that I have to write in client side (a javascript file) and how to receive these new data by client side updating a particular DOM object.","I followed the examples you are talking about. They didn't seem incomplete to me, but I understand what you mean. Ratchet is a server side script and just allows you to write a service that implements websockets and that is able to listen to ZMQ messages. You will launch your Ratchet script on the command line and it runs as a service in parallel to Apache. ,This is all independent from the client side of the websocket. Like they recommend, I used Autobahn.js on the client side. This library implements the WAMP protocol. It simplifies the client side code to the max. ,The problem with your code is, that , does not have a ,. This class has to implement the ,, this means it must have at least these functions :,There can be others for more advanced features, like ,ing remote procedures on clients.,On the sender side (ZMQ message), put this code:,In the pusher file put someting like:,The last piece is on the client. If a user opens the page ,, in javascript you include ,. The websocket will be made available under the variable ,. You then do:,When opening the page : ,When closing the page: ,You note that I kept everything very general. This allows me for having several types of messages handled by the same system. What differs are the ZMQ messages and the arguments of ,.,I my implementation, I also keep track of the logged in users that opened the connection, but I stripped this part of the code.,I hope this will help you.",3k,8,yes,"SA2.1, SA2.2, SB1",4,Coding,Interfacing,Invocation mechanism,Implicit interfacing,socket,,2015-07-12 10:53:51Z,2015-07-12 10:53:51Z,"3,136,685,531,366,990"
https://stackoverflow.com/questions/31436593/cython-templates-in-python-class-wrappers,Accepted,2015-07-15 16:59:51Z,2015-07-16 14:33:24Z,piotrMocz,429,1,"python,c++,templates,cython",Cython: templates in python class wrappers,"Is there a way to create a Python wrapper for Cython-wrapped C++ class with templates? (i.e. do exactly what is show here but with templates: ,).,I know about the fused types workaround (,) but that doesn't allow you to instatiate classes like ,: the fused types have, quite unsurprisingly, no notion of recursion.,What I would like to achieve is for a wrapped class like:,create a simple Python wrapper:,I'm quite certain that Cython doesn't support that per se, but maybe someone can think of a workaround. I'm not looking for idiomatic or nice examples, I'm just wondering if that's possible in any way.","As you say, Cython doesn't really support this.,I think by far the simplest approach is just to manually generate a bunch of Cython files using string substitution. Start with a ""foowrapper.pxi.src"" file (name as you wish...):,Next, run it through a simple program (may as well be Python) to load the file, do the string substitution, and save the file again under a new name. The key line is just:,(There's obviously a bit of code relating to loading and saving that I've skipped out of laziness),Then, in your Cython file you just ""include"" the generated files for each class. The ""include"" command in Cython is a literal textual include (like the C preprocessor) and expects a .pxi file:,You have to pick the classes to generate at compile time, but this is unavoidable (templates are a compile-time feature), so you're never going to be able to generate them dynamically from a Python scripting environment since the corresponding C++ class won't be generated.,A couple of other options are worth brief consideration. First, you could inherit , from a base class (say ,) which doesn't depend on the template parameter. You'd then wrap , in Cython (generating constructor-like functions for the cases you care about). This is only really viable if the functions you want to call don't have arguments that depend on the template type. Obviously this also involves changing the C++ code.,The section option is to look at a different way of wrapping. Boost Python will certainly support this natively (but comes with its own disadvantages). I imagine SIP/SWIG would also cope (but I don't know). You can could fairly cleanly mix-and-match these with Cython if necessary (by importing the generated module containing your template classes).",3k,12,yes,"SA2.1, SA2.2, SB1",11,Coding,Interfacing,Invocation mechanism,Explicit interfacing,Cython wrapper template,,2015-07-16 14:33:24Z,2015-07-16 14:33:24Z,"3,143,659,331,457,210"
https://stackoverflow.com/questions/23750661/send-json-object-from-javascript-to-php,Accepted,2014-05-20 03:41:38Z,2015-08-04 23:48:39Z,Vish,355,3,"javascript,php,jquery,ajax,json",send json object from javascript to php,I am trying to send JSON object from Javascript/Jquery to PHP and I am getting and error msg in my console. What am I doing wrong. I am new to JS and PHP.,"Excellent answer by Phil, however since the OP title says ,this is how to do it with (vanilla) javascript, in case it helps somebody looking for this method:, we still need to convert the server's response into a javascript , using ,now, on the server side (based on Phil's answer) if you are sending back a response to the client, you could do:,: ,The reason behind decoding first and then encoding back the raw json input is to properly , slashes in (possible) URLs within the data, e.g., will convert this URL,into,... which is not the case in the OP but useful in some other scenarios.",20k,7,yes,"SA2.1, SA2.2, SB1",8,Coding,Interfacing,Interfacing choice,,method choice,,2015-08-04 23:48:39Z,"2014-05-20 03:49:38Z,2015-08-04 23:48:39Z,2014-05-20 03:50:07Z","23,750,661,237,507,000,000,000,000,000,000"
https://stackoverflow.com/questions/7195959/hello-world-with-boost-python-and-python-3-2,Accepted,2011-08-25 19:16:45Z,2018-08-22 04:44:48Z,Dwight,341,4,"c++,python,boost,g++,boost-python",Hello world with boost python and python 3.2,"So I'm trying to interface python 3.2 and c++ using boost python, and have come across many many issues. I've finally gotten it to compile using the 2.7 libraries and it works, but I can't seem to make it work with python 3.2. ,Here's the c++ code,If I compile it using the 2.7 libraries it works just fine, but when I use the 3.2 libraries I get tons of undefined references from libboost_python.so,Otherwise I wrote a little bit of python to make it work:,and this will create an so using python 3.2 or 2.7 build, but when I open the python 3 interpreter and attempt to import the so it give me the error undefined symbol PyClass_Type from libboost_python.so again. Any ideas? Is boost python compatible with python 3.x?,If the information is useful, here is my attempted compile using 3.2:,And the error from the python 3 interpreter is,Thanks for any help!","Although this discussion old, just for the record:
Modify project-config.jam to change the python version to your setup,Then build boost:,The later command requires super user privileges. Then move to the folder containing C++ code for the extension:,You can then import hello into your python environment.",15k,9,yes,"SA2.1, SA2.2, SB1",2,Coding,Build,,,compile,,2015-08-15 02:43:20Z,"2012-07-18 22:47:55Z,2011-08-25 22:15:20Z,2015-08-15 02:43:20Z,2018-08-22 04:17:21Z","71,959,591,155,147,700,000,000,000,000,000,000,000"
https://stackoverflow.com/questions/32028339/writing-a-long-from-java-in-a-file-and-reading-it-in-c,Accepted,2015-08-15 19:10:26Z,2015-08-15 19:19:32Z,Voldemort,"17,157",2,"java,c++,long-integer",Writing a Long from Java in a file and reading it in C++,"I want to create a file that contains exactly 8 bytes representing an unsigned long number. The file is created with Java and then read by C++. This is how Java creates the file:,And this is how C++ reads it:,The expected output is ,, but instead I get ,.,I am not sure if I did it wrong in Java or C++. Or both. What should I have done?","Java writes , in ""network order"", which is big endian. C++ reads in hardware order, which in your case is little endian.,It does not mean, however, that your C++ program should flip the bytes for conversion, because in this case it would fail on hardware with big endian order.,C provides a special group of functions for platform-independent conversion of data to and from network order. You need to use , function, which converts eight bytes in network order to your hardware order.",777,7,yes,"SA2.1, SB1",10,Coding,Data handling,Data format/compatibility,,convert data,,2015-08-15 19:19:32Z,"2015-08-15 19:19:32Z,2015-08-15 19:13:00Z","320,283,393,202,842,000,000,000"
https://stackoverflow.com/questions/32221090/org-springframework-web-bind-missingservletrequestparameterexception-required,Accepted,2015-08-26 08:04:09Z,2018-02-09 20:08:30Z,Kumar Narendra,75,1,"javascript,java,spring,spring-mvc,post","org.springframework.web.bind.MissingServletRequestParameterException : Required Long parameter 'userId' is not present""","I am getting an exception while posting a call to Spring controller,Exception is:,My Javascript file is:,The Spring controller code is:,When I put ,, then the , value became ,. 
The JavaScript controller is clearly sending the , in JSON format, but from the controller side there is some issue.,I checked almost all questions in stackoverflow, but the given solutions didn't help.","You are expecting userId as request parameter on server side, but you are sending userId as request body in your client http post request, ,Change the client side to send userId as request parameter ,Or Change server side to use userId as request body in the controller",31k,7,yes,"SA2.1, SA2.2, SB1",9,Coding,Data handling,Interoperability,,parameter error,,2015-08-26 08:14:00Z,2015-08-26 08:14:00Z,"3,222,109,032,221,290"
https://stackoverflow.com/questions/32440486/what-does-a-blue-dot-beneath-the-visual-studio-breakpoint-mean,Accepted,2015-09-07 14:00:40Z,2015-09-07 14:09:08Z,Stefan,197,1,"c#,c++,visual-studio,visual-studio-2013",What does a blue dot beneath the Visual Studio breakpoint mean?,"While debugging a combined c++ c# project (c# loading a c++ dll) I'm sometimes getting this small blue dot beneath the currently hit breakpoint: ,What does that dot want to tell me?","If you app is multithreaded and if hovering over break point gives you message is like ""The process or thread has changed since the last step"" it means that this break point is applied to more then one thread, not just thread creator. After you press F5 another threads will run and they will hit your break point which can confuse you. In order to give you some kind of warning visual studio give you blue dot beneath. So sometimes it can be useful to freeze other threads in order to debug method.",3k,14,no,"SA2.1, SB1",16,Testing/Debugging,Build,,,tool usage ,need guide,2015-09-07 14:09:08Z,2015-09-07 14:09:08Z,"3,244,048,632,440,650"
https://stackoverflow.com/questions/32512444/use-jquery-to-post-data-to-mvc-action-method,Accepted,2015-09-10 22:10:01Z,2018-02-20 17:56:58Z,LP13,"21,839",4,"javascript,c#,jquery,ajax,asp.net-mvc",Use jQuery to post data to MVC action method,"I'm trying to post data using jQuery Ajax to MVC action using the approach below. But inside the controller all model properties are always ,. not sure what I'm missing here., , , , ,
I have added the model above. Here the serialized data and JSON , data when I click on save. ,Serialized data,After ,I have tried adding , attribute and , attribute with no luck.,I don't think I have to change the return type from , to ,.,Also the URL is correct because the debugger is hitting inside the action method where I can , the model properties.,note that it works if I create JSON object and post it like below:","Your JavaScript/jQuery code can be significantly simplified, which might be the best route to go:,You should handle the , event of the form, rather than the , event of the button - it's possible for something other than the button to cause the form to be submitted. In this case, we want to prevent the form's default submit behavior, since we're submitting the form with AJAX., already handles encoding the form correctly, so you don't need to JSON-encode the form values. Doing so is most likely the reason that the modelbinder isn't rebuilding the model when processing the request., is a helper function that wraps the common setup work you need for , - the version shown here wants the URL to POST to, and the data to POST. If your jQuery code is in a script element within a View, then you probably want to use the , helper - it will build the correct URL based on your routing rules. If you elect to go that route, you would use something similar to:,Then, we handle the successful response (anything with a HTTP-200 status code) and the failed response (anything else, basically) using the relevant helpers. What you , in those helpers is up to you.",65k,9,yes,"SA2.1, SA2.2, SB1",13,Coding,Interfacing,Invocation mechanism,Implicit interfacing,"ajax,jquery",,2015-09-13 22:08:42Z,"2015-09-13 22:08:42Z,2015-09-11 00:49:40Z,2015-09-14 20:52:02Z,2015-09-10 22:16:50Z","3,251,244,432,555,020,000,000,000,000,000,000,000,000"
https://stackoverflow.com/questions/32804020/create-a-shell-script-to-run-a-java-program-on-linux,Accepted,2015-09-27 02:38:19Z,2015-09-27 11:46:21Z,M0rty,965,2,"java,linux,shell",Create a shell script to run a Java program on Linux,"I have created a java program which syncs the contents of two directories. The program takes the location of the two directories as arguments the proceeds to sync them, the sync information is them stored in a JSON formatted file inside each directory. I have one referenced library ,I'm running this from eclipse on windows and everything is working correctly.
I want to create a shell script so that I can run this on a Linux terminal by typing , where , is my java program and , and , are the paths to the directories to synchronize from the current directory.,I'm very new to shell scripts and Linux and unsure whether this is easy to do or will take me all day.","create a file named ""sync"" in /usr/bin containing the following:,Replace , with the path to the jarfile,Make the file executable by typing , while in /usr/bin",47k,7,no,"SA2.1, SA2.2, SB1",4,Coding,Interfacing,Interfacing choice,,function choice,,2015-09-27 02:57:48Z,"2015-09-27 02:57:48Z,2015-09-27 11:46:21Z","328,040,203,280,412,000,000,000"
https://stackoverflow.com/questions/33066486/jscroll-js-with-laravel-5-nextselector-not-found-destroying,Accepted,2015-10-11 15:04:50Z,2015-10-14 21:46:24Z,Halnex,"3,622",1,"javascript,php,jquery,laravel,pagination",jScroll.js with Laravel 5: nextSelector not found - destroying,"I am using a combination of jscroll.js, jquery.upvote.js and Laravel's , method. It all works except for this little thing, the last post in the pagination page always has unclickable voting buttons.,no errors in the developer's console either.,At the moment, I'm using , because I only have 3 posts in the category., I just added a few more posts and noticed that the voting buttons only work on the first page, the rest of the pages are rendering the vote buttons unclickable., I turned on , in jscroll.js and I'm getting this new error,The ""next"" selector markup looks like this,If I remove , and jscroll.js all voting buttons start functioning properly.,The view",Any new elements being created after the initial page will need to have the click events assigned to them also.,1k,9,yes,"SA2.1, SA2.2, SB1",2,Coding,Embedding,,,HTTPRequest,,2015-10-14 20:53:41Z,2015-10-14 20:53:41Z,"3,306,648,633,135,400"
https://stackoverflow.com/questions/33291631/is-there-a-simple-way-to-get-rid-of-junk-values-that-come-when-you-ssh-using-pyt,Accepted,2015-10-22 22:09:58Z,2021-03-30 08:15:04Z,Rakesh Nittur,335,2,"python,shell,ssh,paramiko,ansi-escape",Is there a simple way to get rid of junk values that come when you SSH using Python's Paramiko library and fetch output from CLI of a remote machine?,"I am using Python's Paramiko library to SSH a remote machine and fetch some output from command-line. I see a lot of junk printing along with the actual output. How to get rid of this?,I want to eliminate, , and , from the output. They are junk.","It's not a junk. These are , that are normally interpreted by a terminal client to pretty print the output.,If the server is correctly configured, you get these only, when you use an interactive terminal, in other words, if you requested a , for the session (what you should not, if you are automating the session).,The Paramiko automatically requests the pseudo terminal, if you used the ,, as that is supposed to be used for implementing an interactive terminal. See also ,If you automate an execution of remote commands, you better use the ,, which does not allocate the pseudo terminal by default (unless you override by the , argument).,Or as a workaround, see ,.,Though that's rather a hack and might not be sufficient. You might have other problems with the interactive terminal, not only the escape sequences.,You particularly are probably not interested in the ""Last login"" message and command-prompt (,) either. You do not get these with the ,.,If you need to use the ""shell"" channel due to some specific requirements or limitations of the server, note that it is technically possible to use the ""shell"" channel without the pseudo terminal. But Paramiko , does not allow that. Instead, you can create the ""shell"" channel manually. See ,.,And finally the , is not a part of the actual string value (note that it's outside the quotes). It's an indication that the string value is in the Unicode encoding. You want that!",3k,6,Yes,"SA1, SA2.1, SA2.2, SB1, SB2",8,Coding,Data handling,Data format/compatibility,,clean data,,2015-10-23 06:31:07Z,"2015-10-23 06:31:07Z,2015-10-22 22:16:31Z","332,916,313,329,612,000,000,000"
https://stackoverflow.com/questions/33310675/pass-file-into-function-from-python-ctypes,Accepted,2015-10-23 20:13:40Z,2016-04-26 22:45:14Z,Brian McFarland,"8,177",1,"python,c,ctypes",Pass FILE * into function from Python / ctypes,"I have a library function (written in C) that generates text by writing the output to ,. I want to wrap this in Python (2.7.x) with code that creates a temp file or pipe, passes it into the function, reads the result from the file, and returns it as a Python string.,Here's a simplified example to illustrate what I'm after:,Python wrapper:,I'm wondering what my best bet is for ,. ,I'm tempted to just use , and create a , wrapper that returns a Python c_void_t, then pass that into the library function. I'm seems like that should be safe in theory--just wondering if there are issues with that approach or an existing Python-ism to solve this problem.,Also, this will go in a long-running process (lets just assume ""forever""), so any leaked file descriptors are going to be problematic.","First, do note that , is an stdio-specific entity. It doesn't exist at system level. The things that exist at system level are descriptors (retrieved with ,) in UNIX (, returns plain descriptors already) and handles (retrieved with ,) in Windows. , You'll be in trouble if your library is compiled against another C runtime than your copy of Python: 1) binary layouts of the structure may differ (e.g. due to alignment or additional members for debugging purposes or even different type sizes); 2) in Windows, file descriptors that the structure links to are C-specific entities as well, and their table is maintained by a C runtime internally,.,Moreover, in Python 3, I/O was overhauled in order to untangle it from ,. So, , is alien to that Python flavor (and likely, most non-C flavors, too).,now, what you need is to,(One of Python's mottoes , ""make the right thing easy and the wrong thing hard"", after all),The cleanest method is to use the precise instance that the library is linked to (do pray that it's linked with it dynamically or there'll be no exported symbol to call),For the 1st item, I couldn't find any Python modules that can analyze loaded dynamic modules' metadata to find out which DLLs/so's it have been linked with (just a name or even name+version isn't enough, you know, due to possible multiple instances of the library on the system). Though it's definitely possible since the information about its format is widely available.,For the 2nd item, it's a trivial , (, for MSVCRT).,Second, you can do a small helper module that would be compiled against the same (or guaranteed compatible) runtime as the library and would do the conversion from the aforementioned descriptor/handle for you. This is effectively a workaround to editing the library proper.,Finally, there's the simplest (and the dirtiest) method using Python's C runtime instance (so all the above warnings apply in full) through Python C API available via ,. It takes advantage of,Do keep in mind that with",2k,10,yes,"SA1, SA2.1, SA2.2, SB1, SB2",4,Coding,Interfacing,Interfacing choice,,function choice,,2015-10-23 20:42:09Z,2015-10-23 20:42:09Z,"3,331,067,533,311,060"
https://stackoverflow.com/questions/33377764/error-using-callback-in-python,Accepted,2015-10-27 20:22:51Z,2015-11-18 02:28:15Z,Alexander Leon VI,469,1,"python,c++,error-handling,callback,char",Error using callback in Python,"I am developing a dll that should be used in Python. I have a callback function to send my parameters (defined in a separate header):,So, I'm using this callback in this way:,And I'm exporting it in this way:,I tested my callback first in another C++ application in this way:,In , I give the callback in this way:,and it works pretty well. But I don't have any idea how to adapt this to Python. I have tried this: , I have changed the last way, because I resolved some mistakes, but I'm still getting an error. This is the current way of how I am loading ,And now I have this error:,First I changed the callback Python function for this one:,All works with no error and I can see this in the Console (in this case , was ,):,Second, I changed the function as this one:,and, oh surprise this prints only the first word of the list (nB times)","Do you want something like this?,From what I understand you're just trying to match the output of your Python , function with your C++ , function.,Python has a variety of , that can be confusing at first, but pays homage to , string formatting.,Since , has type , (pointer to pointer of ,, vs ""NULL terminated ,"" ,), we'd best turn it into a native Python data type like so:",2k,10,yes,"SA1, SA2.1, SA2.2, SB1, SB2",3,Coding,Data handling,Interoperability,,HTTPRequest,,2015-10-30 23:09:04Z,2015-10-30 23:09:04Z,"3,337,776,433,446,150"
https://stackoverflow.com/questions/33677231/how-to-expose-a-function-returning-a-c-object-to-python-without-copying-the-ob,Accepted,2015-11-12 17:08:45Z,2019-10-02 16:26:42Z,jul,"33,758",2,"python,c++,cython",How to expose a function returning a C++ object to Python without copying the object?,"In , I learnt how to expose a function returning a C++ object to Python by copying the object. Having to perform a copy does not seem optimal. How can I return the object without copying it? i.e. how can I directly access the peaks returned by , in , (defined in ,)?","If you have a modern C++ compiler and can use rvalue references, move constructors and std::move it's pretty straight-forward. I think the easiest way is to create a Cython wrapper for the vector, and then use a move constructor to take hold of the contents of the vector.,All code shown goes in peak_detection_.pyx.,First wrap ,. For simplicity I've just wrapped the one case we want (,) rather than messing about with templates.,Second, create a vector wrapper class. This defines the Python functions necessary to access it like a list. It also defines a function to call the move assignment operator,Then define the class the wraps the ,. This is slightly different to your other class in that it doesn't own the , it wraps (the vector does). Otherwise, most of the functions remain the same,Finally, implement ,If , was nontrivial you could go for an approach where you call , on , rather that on the vector, as you construct your ,s. For the case you have here move and copy will be equivalent for `Peak.,If you can't use C++11 features you'll need to change the interface a little. Instead of having your C++ , function return a vector have it take an empty vector reference (owned by ,) as an input argument and write into it. Much of the rest of the wrapping remains the same.",829,7,yes,"SA2.1, SA2.2, SB1",7,Coding,Data handling,Interoperability,,data transfer,,2015-11-12 19:17:49Z,"2015-11-12 19:17:49Z,2015-11-12 17:29:55Z","336,772,313,367,948,000,000,000"
https://stackoverflow.com/questions/33813735/nginx-with-expires-on-javascript-files-dynamically-generated-by-php,Accepted,2015-11-19 20:26:04Z,2015-11-24 12:04:11Z,clarkk,"24,993",1,"javascript,php,nginx,expires-header",nginx with expires on javascript files (dynamically generated by PHP),"I have a problem with , headers on javascript files which are generated by PHP..,The website has two types of javascript files. One part is static javascript files and one part is dynamically generated by PHP.,Here no , headers are added to the , files (All files return ,),When adding a location for , files then all dynamically generated files return ,How to handle both the static and dynamically generated , files with , headers?,All dynamically genereated javascript files are named","For nginx, PHP is never Javascript. Nginx can't distinct between PHP which renders html and PHP which renders javascript (please correct me if I'm wrong).,So the way to go would be either to setup a seperate folder with PHP files which generate all JS (code is not tested!):,...or send the header with PHP itself:",1k,8,yes,"SA2.1, SA2.2, SB1",6,Testing/Debugging,Build,,,js files expired,,2015-11-24 10:01:42Z,2015-11-24 10:01:42Z,"3,381,373,533,890,570"
https://stackoverflow.com/questions/34362470/load-modal-after-form-submit,Accepted,2015-12-18 19:14:35Z,2020-03-31 09:06:33Z,ladanta,459,14,"javascript,php,jquery,twitter-bootstrap",Load modal after form submit,"Relevant page here:
,I've been trying to load a message confirmation modal for a while after the user submits an email, but can't get it to work at all.,So far I've tried echoing the whole script out, triggering the script, and changing the hash in the URL and checking for that, which has worked in other areas of the site.,Adding functions like alerts and echoing text onto the page is working fine, but when I use the show method it doesn't work. That leads me to believe I am either escaping characters wrong, or misunderstand how modals work a little.
Can anyone see where I'm messing up?,EDIT: Updated code to be simpler than initial question.","Instead of calling , method upfront let all the assets load first then call the , method.",72k,16,yes,"SA2.1, SA2.2, SB1",15,Coding,Embedding,,,HTTPRequest,,2015-12-22 19:45:14Z,"2015-12-22 19:45:14Z,2015-12-18 20:22:53Z,2015-12-18 20:28:53Z,2015-12-21 17:49:50Z,2015-12-21 17:12:53Z,2015-12-24 18:52:13Z,2015-12-22 05:24:08Z,2015-12-28 07:59:23Z,2015-12-28 11:49:26Z,2016-02-05 13:29:22Z,2015-12-28 12:13:28Z,2015-12-28 13:11:39Z,2018-12-21 03:33:40Z,2020-03-31 09:06:33Z","343,624,703,442,334,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
https://stackoverflow.com/questions/34591729/how-to-execute-code-in-the-django-shell-by-an-external-python-script,Accepted,2016-01-04 12:58:13Z,2020-06-12 06:52:06Z,scre_www,"2,144",6,"python,linux,django,shell,manage.py",How to execute code in the Django shell by an external python script?,"I would like to create a python script to deactivate Django users in the database from the CLI. I came up with this:,The above code WORKS when I manually enter it manualy command after command. However, I would like to put execute the commands in one .py script like,This does not work! , this problem is here because Python waits until the opened Django shell (first command) finishes which is never. It doesn't execute the rest of the commands in the script as the first command puts it in Hold., can execute commands in a shell but only in the Python shell, I would like to use the Django shell.,Anyone ideas how to access the Django shell with a .py script for custom code execution?","Firstly, you should not be accessing your Python shell with ,. There's no need to be running as root.,Secondly, the way to create a script that runs from the command prompt is to write a custom manage.py script, so you can run ,. Full instructions for doing that are in ,.",14k,9,yes,"SA1, SA2.1, SB1, SB2",11,Coding,Interfacing,Interfacing choice,,-,,2016-01-04 13:08:16Z,"2016-01-04 13:08:16Z,2016-01-04 13:06:30Z,2016-01-04 13:19:01Z,2016-01-04 13:41:10Z,2017-07-11 08:39:57Z,2020-06-12 06:52:06Z","34,591,729,345,919,100,000,000,000,000,000,000,000,000,000,000,000,000,000"
